Sample_ID,pcr_replicate,biological_replicate,extraction_ID,extraction_replicate,run,collection_year,collection_month,collection_day,location1,longitude,latitude,sample_type,time_of_day,extraction_date,plate_or_vial,extraction_plate,extraction_well,dna_conc,pcr_conc
e00373_A,A,e00373,e00373,1,A,2021,6,19,2,-135.329,56.9124,sample,19:59,2022_01_11,vial,20_2023,A01,2.822,8.394
e00374_A,A,e00374,e00374,1,A,2021,6,19,2,-135.329,56.9124,sample,19:59,2022_01_11,vial,20_2023,B01,1.342,19.996
e00375_A,A,e00375,e00375,1,A,2021,6,19,2,-135.329,56.9124,sample,19:59,2022_01_11,vial,20_2023,C01,2.033,9.084
e00376_A,A,e00376,e00376,1,A,2021,6,19,1,-135.45,57.0923,sample,12:01,2022_01_11,vial,20_2023,D01,9.344,1.172
e00377_A,A,e00377,e00377,1,A,2021,6,19,1,-135.45,57.0923,sample,12:01,2022_01_11,vial,20_2023,E01,9.195,21.079
e00378_A,A,e00378,e00378,1,A,2021,6,19,1,-135.45,57.0923,sample,12:01,2022_01_11,vial,20_2023,F01,8.586,13.88
e00379_A,A,e00379,e00379,1,A,2021,6,20,3,-135.781,57.3259,sample,13:06,2022_01_11,vial,20_2023,G01,7.296,17.856
e00380_A,A,e00380,e00380,1,A,2021,6,20,3,-135.781,57.3259,sample,13:06,2022_01_11,vial,20_2023,H01,4.518,6.021
e00381_A,A,e00381,e00381,1,A,2021,6,20,3,-135.781,57.3259,sample,13:06,2022_01_11,vial,20_2023,A02,4.759,7.584
e00382_A,A,e00382,e00382,1,A,2021,6,20,4,-135.782,57.3253,sample,13:50,2022_01_11,vial,20_2023,B02,4.227,8.56
e00383_A,A,e00383,e00383,1,A,2021,6,20,4,-135.782,57.3253,sample,13:50,2022_01_11,vial,20_2023,C02,6.242,3.949
e00384_A,A,e00384,e00384,1,A,2021,6,20,4,-135.782,57.3253,sample,13:50,2022_01_11,vial,20_2023,D02,9.711,0.92
e00385_A,A,e00385,e00385,1,A,2021,6,22,8,-148.176,59.9684,sample,16:50,2022_01_11,vial,20_2023,E02,5.595,14.243
e00386_A,A,e00386,e00386,1,A,2021,6,22,8,-148.176,59.9684,sample,16:50,2022_01_11,vial,20_2023,F02,3.929,1.789
e00387_A,A,e00387,e00387,1,A,2021,6,22,8,-148.176,59.9684,sample,16:50,2022_01_11,vial,20_2023,G02,0.857,1.798
e00388_A,A,e00388,e00388,1,A,2021,6,22,7,-148.18,59.9795,sample,15:17,2022_01_11,vial,20_2023,H02,0.6,0.699
e00389_A,A,e00389,e00389,1,A,2021,6,22,7,-148.18,59.9795,sample,15:17,2022_01_11,vial,20_2023,A03,1.173,15.096
e00390_A,A,e00390,e00390,1,A,2021,6,22,7,-148.18,59.9795,sample,15:17,2022_01_11,vial,20_2023,B03,0.6,13.229
e00391_A,A,e00391,e00391,1,A,2021,6,23,9,-147.993,60.117,sample,8:29,2022_01_11,vial,20_2023,C03,2.566,11.084
e00392_A,A,e00392,e00392,1,A,2021,6,23,9,-147.993,60.117,sample,8:29,2022_01_11,vial,20_2023,D03,1.138,21.735
e00393_A,A,e00393,e00393,1,A,2021,6,23,9,-147.993,60.117,sample,8:29,2022_01_11,vial,20_2023,E03,0.6,7.923
e00394_A,A,e00394,e00394,1,A,2021,6,23,10,-147.99,60.117,sample,9:15,2022_01_11,vial,20_2023,F03,2.347,1.235
e00395_A,A,e00395,e00395,1,A,,,,NA,NA,NA,extraction_blank,,2022_01_11,vial,20_2023,G03,0.6,0.6
e00396_A,A,e00396,e00396,1,A,2021,6,23,10,-147.99,60.117,sample,9:15,2022_01_11,vial,20_2023,H03,7.127,1.438
e00397_A,A,e00397,e00397,1,A,2021,6,23,10,-147.99,60.117,sample,9:15,2022_01_11,vial,20_2023,A04,6.783,8.752
e00398_A,A,e00398,e00398,1,A,2021,6,23,13,-148,60.1073,sample,19:01,2022_01_11,vial,20_2023,B04,5.311,8.281
e00399_A,A,e00399,e00399,1,A,2021,6,23,13,-148,60.1073,sample,19:01,2022_01_11,vial,20_2023,C04,2.767,14.147
e00400_A,A,e00400,e00400,1,A,2021,6,23,13,-148,60.1073,sample,19:01,2022_01_11,vial,20_2023,D04,3.82,10.914
e00401_A,A,e00401,e00401,1,A,2021,6,24,UNK1,-148.4767,60.0035,sample,19:45,2022_01_11,vial,20_2023,E04,0.6,3.418
e00402_A,A,e00402,e00402,1,A,2021,6,24,UNK1,-148.4767,60.0035,sample,19:45,2022_01_11,vial,20_2023,F04,0.6,2.344
e00403_A,A,e00403,e00403,1,A,2021,6,24,UNK1,-148.4767,60.0035,sample,19:45,2022_01_11,vial,20_2023,G04,0.6,1.006
e00404_A,A,e00404,e00404,1,A,2021,6,25,UNK2,-150.3301,59.449,sample,16:23,2022_01_11,vial,20_2023,H04,7.209,0.6
e00405_A,A,e00405,e00405,1,A,2021,6,25,UNK2,-150.3301,59.449,sample,16:23,2022_01_11,vial,20_2023,A05,14.049,9.044
e00406_A,A,e00406,e00406,1,A,2021,6,25,UNK2,-150.3301,59.449,sample,16:23,2022_01_11,vial,20_2023,B05,14.276,7.403
e00407_A,A,e00407,e00407,1,A,2021,6,26,25,-150.698,59.3797,sample,9:20,2022_01_11,vial,20_2023,C05,7.498,10.369
e00408_A,A,e00408,e00408,1,A,2021,6,26,25,-150.698,59.3797,sample,9:20,2022_01_11,vial,20_2023,D05,0.92,2.954
e00409_A,A,e00409,e00409,1,A,2021,6,26,25,-150.698,59.3797,sample,9:20,2022_01_11,vial,20_2023,E05,1.787,8.18
e00410_A,A,e00410,e00410,1,A,2021,6,26,23,-150.694,59.3778,sample,7:37,2022_01_11,vial,20_2023,F05,3.752,4.908
e00411_A,A,e00411,e00411,1,A,2021,6,26,23,-150.694,59.3778,sample,7:37,2022_01_11,vial,20_2023,G05,0.6,8.654
e00412_A,A,e00412,e00412,1,A,2021,6,26,23,-150.694,59.3778,sample,7:37,2022_01_11,vial,20_2023,H05,3.429,0.939
e00413_A,A,e00413,e00413,1,A,2021,6,26,26,-150.699,59.3757,sample,9:40,2022_01_11,vial,20_2023,A06,0.6,8.032
e00414_A,A,e00414,e00414,1,A,2021,6,26,26,-150.699,59.3757,sample,9:40,2022_01_11,vial,20_2023,B06,0.6,16.027
e00415_A,A,e00415,e00415,1,A,2021,6,26,26,-150.699,59.3757,sample,9:40,2022_01_11,vial,20_2023,C06,0.6,1.602
e00416_A,A,e00416,e00416,1,A,2021,6,27,28,-151,59.2563,sample,9:30,2022_01_11,vial,20_2023,D06,2.655,10.047
e00417_A,A,e00417,e00417,1,A,2021,6,27,28,-151,59.2563,sample,9:30,2022_01_11,vial,20_2023,E06,2.588,7.078
e00418_A,A,e00418,e00418,1,A,2021,6,27,28,-151,59.2563,sample,9:30,2022_01_11,vial,20_2023,F06,4.346,8.665
e00419_A,A,e00419,e00419,1,A,2021,6,27,30,-150.999,59.2693,sample,11:57,2022_01_12,vial,20_2023,G06,2.282,8.675
NC1_20_A,A,NC1_20,NC1_20,1,A,,,,,,,PCR_blank,,,,,H07,NA,0.6
e00420_A,A,e00420,e00420,1,A,2021,6,27,30,-150.999,59.2693,sample,11:57,2022_01_12,vial,20_2023,A07,5.515,9.066
e00421_A,A,e00421,e00421,1,A,2021,6,27,29,-150.986,59.2639,sample,10:39,2022_01_12,vial,20_2023,B07,4.195,8.956
e00422_A,A,e00422,e00422,1,A,2021,6,27,29,-150.986,59.2639,sample,10:39,2022_01_12,vial,20_2023,C07,7.698,10.003
e00423_A,A,e00423,e00423,1,A,2021,6,27,29,-150.986,59.2639,sample,10:39,2022_01_12,vial,20_2023,D07,2.911,6.991
e00424_A,A,e00424,e00424,1,A,2021,6,27,27,-151.005,59.2736,sample,8:22,2022_01_12,vial,20_2023,E07,2.631,5.347
e00425_A,A,e00425,e00425,1,A,2021,6,27,27,-151.005,59.2736,sample,8:22,2022_01_12,vial,20_2023,F07,0.6,0.6
e00426_A,A,e00426,e00426,1,A,2021,6,27,27,-151.005,59.2736,sample,8:22,2022_01_12,vial,20_2023,G07,0.6,1.92
e00427_A,A,e00427,e00427,1,A,2021,6,28,32,-152.5098,58.5918,sample,13:33,2022_01_12,vial,20_2023,H07,0.6,1.868
e00428_A,A,e00428,e00428,1,A,2021,6,28,32,-152.5098,58.5918,sample,13:33,2022_01_12,vial,20_2023,A08,0.6,0.942
e00429_A,A,e00429,e00429,1,A,2021,6,28,32,-152.5098,58.5918,sample,13:33,2022_01_12,vial,20_2023,B08,0.6,3.646
e00430_A,A,e00430,e00430,1,A,2021,6,28,31,-152.513,58.592,sample,13:07,2022_01_12,vial,20_2023,C08,2.38,7.421
e00431_A,A,e00431,e00431,1,A,2021,6,28,31,-152.513,58.592,sample,13:07,2022_01_12,vial,20_2023,D08,2.44,12.126
e00432_A,A,e00432,e00432,1,A,2021,6,28,31,-152.513,58.592,sample,13:07,2022_01_12,vial,20_2023,E08,2.689,16.569
e00433_A,A,e00433,e00433,1,A,2021,6,28,34,-152.53,58.5816,sample,15:08,2022_01_12,vial,20_2023,F08,13.213,14.524
e00434_A,A,e00434,e00434,1,A,2021,6,28,34,-152.53,58.5816,sample,15:08,2022_01_12,vial,20_2023,G08,4.883,3.494
e00435_A,A,e00435,e00435,1,A,2021,6,28,34,-152.53,58.5816,sample,15:08,2022_01_12,vial,20_2023,H08,6.815,0.6
e00468_A,A,e00468,e00468,1,A,2021,6,28,33,-152.526,58.751,sample,14:19,2022_01_12,vial,20_2023,A09,11.147,7.464
e00469_A,A,e00469,e00469,1,A,2021,6,28,33,-152.526,58.751,sample,14:19,2022_01_12,vial,20_2023,B09,5.185,11.118
e00470_A,A,e00470,e00470,1,A,2021,6,28,33,-152.526,58.751,sample,14:19,2022_01_12,vial,20_2023,C09,6.038,14.397
e00471_A,A,e00471,e00471,1,A,2021,6,29,35,-152.3817,58.3191,sample,10:41,2022_01_12,vial,20_2023,D09,0.6,13.278
e00472_A,A,e00472,e00472,1,A,2021,6,29,35,-152.3817,58.3191,sample,10:41,2022_01_12,vial,20_2023,E09,0.6,10.894
e00473_A,A,e00473,e00473,1,A,2021,6,29,35,-152.3817,58.3191,sample,10:41,2022_01_12,vial,20_2023,F09,0.6,9.802
e00474_A,A,e00474,e00474,1,A,2021,6,29,36,-152.402,58.3183,sample,11:56,2022_01_12,vial,20_2023,G09,2.475,6.325
e00475_A,A,e00475,e00475,1,A,2021,6,29,36,-152.402,58.3183,sample,11:56,2022_01_12,vial,20_2023,H09,3.994,10.016
e00476_A,A,e00476,e00476,1,A,2021,6,29,36,-152.402,58.3183,sample,11:56,2022_01_12,vial,20_2023,A10,1.865,4.821
e00477_A,A,e00477,e00477,1,A,2021,6,29,37,-152.385,58.3516,sample,12:59,2022_01_12,vial,20_2023,B10,4.079,13.506
e00478_A,A,e00478,e00478,1,A,2021,6,29,37,-152.385,58.3516,sample,12:59,2022_01_12,vial,20_2023,C10,2.451,14.851
e00479_A,A,e00479,e00479,1,A,2021,6,29,37,-152.385,58.3516,sample,12:59,2022_01_12,vial,20_2023,D10,2.122,15.399
e00480_A,A,e00480,e00480,1,A,2021,6,29,38,-152.388,58.3241,sample,14:46,2022_01_12,vial,20_2023,E10,2.545,15.981
e00481_A,A,e00481,e00481,1,A,2021,6,29,38,-152.388,58.3241,sample,14:46,2022_01_12,vial,20_2023,F10,2.261,30.579
e00482_A,A,e00482,e00482,1,A,2021,6,29,38,-152.388,58.3241,sample,14:46,2022_01_12,vial,20_2023,G10,2.571,11.118
e00483_A,A,e00483,e00483,1,A,2021,6,30,41,-152.0441,58.2842,sample,13:22,2022_01_12,vial,20_2023,H10,2.722,15.294
e00484_A,A,e00484,e00484,1,A,2021,6,30,41,-152.0441,58.2842,sample,13:22,2022_01_12,vial,20_2023,A11,1.802,6.391
e00485_A,A,e00485,e00485,1,A,2021,6,30,41,-152.0441,58.2842,sample,13:22,2022_01_12,vial,20_2023,B11,3.912,7.666
e00486_A,A,e00486,e00486,1,A,2021,6,30,39,-152.055,58.2684,sample,11:54,2022_01_12,vial,20_2023,C11,0.6,5.031
e00487_A,A,e00487,e00487,1,A,2021,6,30,39,-152.055,58.2684,sample,11:54,2022_01_12,vial,20_2023,D11,0.6,8.905
e00488_A,A,e00488,e00488,1,A,2021,6,30,39,-152.055,58.2684,sample,11:54,2022_01_12,vial,20_2023,E11,0.6,4.916
e00489_A,A,e00489,e00489,1,A,2021,6,30,40,-152.049,58.278,sample,12:50,2022_01_12,vial,20_2023,F11,0.6,3.798
e00490_A,A,e00490,e00490,1,A,,,,,,,extraction_blank,,2022_01_13,vial,20_2023,G11,0.6,0.6
e00491_A,A,e00491,e00491,1,A,2021,6,30,40,-152.049,58.278,sample,12:50,2022_01_13,vial,20_2023,H11,0.6,0.897
e00492_A,A,e00492,e00492,1,A,2021,6,30,40,-152.049,58.278,sample,12:50,2022_01_13,vial,20_2023,A12,1.222,16.844
e00493_A,A,e00493,e00493,1,A,2021,6,30,42,-152.06,58.2678,sample,15:14,2022_01_13,vial,20_2023,B12,0.6,25.26
e00494_A,A,e00494,e00494,1,A,2021,6,30,42,-152.06,58.2678,sample,15:14,2022_01_13,vial,20_2023,C12,0.6,18.461
e00495_A,A,e00495,e00495,1,A,2021,6,30,42,-152.06,58.2678,sample,15:14,2022_01_13,vial,20_2023,D12,1.036,12.586
e00496_A,A,e00496,e00496,1,A,2021,7,1,43,-152.3109,58.1498,sample,11:51,2022_01_13,vial,20_2023,E12,4.983,15.273
e00497_A,A,e00497,e00497,1,A,2021,7,1,43,-152.3109,58.1498,sample,11:51,2022_01_13,vial,20_2023,F12,4.01,12.822
NC2_20_A,A,NC2_20,NC2_20,1,A,,,,,,,PCR_blank,,,,,G12,NA,2.821
PC1_20_A,A,PC1_20,PC1_20,1,A,,,,,,,positive_control,,,,,H12,NA,8.408
e00373_B,B,e00373,e00373,1,A,2021,6,19,2,-135.329,56.9124,sample,19:59,2022_01_11,vial,20_2023,A01,2.822,29.802
e00374_B,B,e00374,e00374,1,A,2021,6,19,2,-135.329,56.9124,sample,19:59,2022_01_11,vial,20_2023,B01,1.342,35
e00375_B,B,e00375,e00375,1,A,2021,6,19,2,-135.329,56.9124,sample,19:59,2022_01_11,vial,20_2023,C01,2.033,35
e00376_B,B,e00376,e00376,1,A,2021,6,19,1,-135.45,57.0923,sample,12:01,2022_01_11,vial,20_2023,D01,9.344,30.494
e00377_B,B,e00377,e00377,1,A,2021,6,19,1,-135.45,57.0923,sample,12:01,2022_01_11,vial,20_2023,E01,9.195,35
e00378_B,B,e00378,e00378,1,A,2021,6,19,1,-135.45,57.0923,sample,12:01,2022_01_11,vial,20_2023,F01,8.586,35
e00379_B,B,e00379,e00379,1,A,2021,6,20,3,-135.781,57.3259,sample,13:06,2022_01_11,vial,20_2023,G01,7.296,35
e00380_B,B,e00380,e00380,1,A,2021,6,20,3,-135.781,57.3259,sample,13:06,2022_01_11,vial,20_2023,H01,4.518,31.016
e00381_B,B,e00381,e00381,1,A,2021,6,20,3,-135.781,57.3259,sample,13:06,2022_01_11,vial,20_2023,A02,4.759,26.398
e00382_B,B,e00382,e00382,1,A,2021,6,20,4,-135.782,57.3253,sample,13:50,2022_01_11,vial,20_2023,B02,4.227,35
e00383_B,B,e00383,e00383,1,A,2021,6,20,4,-135.782,57.3253,sample,13:50,2022_01_11,vial,20_2023,C02,6.242,31.344
e00384_B,B,e00384,e00384,1,A,2021,6,20,4,-135.782,57.3253,sample,13:50,2022_01_11,vial,20_2023,D02,9.711,35
e00385_B,B,e00385,e00385,1,A,2021,6,22,8,-148.176,59.9684,sample,16:50,2022_01_11,vial,20_2023,E02,5.595,35
e00386_B,B,e00386,e00386,1,A,2021,6,22,8,-148.176,59.9684,sample,16:50,2022_01_11,vial,20_2023,F02,3.929,35
e00387_B,B,e00387,e00387,1,A,2021,6,22,8,-148.176,59.9684,sample,16:50,2022_01_11,vial,20_2023,G02,0.857,35
e00388_B,B,e00388,e00388,1,A,2021,6,22,7,-148.18,59.9795,sample,15:17,2022_01_11,vial,20_2023,H02,0.6,27.17
e00389_B,B,e00389,e00389,1,A,2021,6,22,7,-148.18,59.9795,sample,15:17,2022_01_11,vial,20_2023,A03,1.173,30.025
e00390_B,B,e00390,e00390,1,A,2021,6,22,7,-148.18,59.9795,sample,15:17,2022_01_11,vial,20_2023,B03,0.6,30.181
e00391_B,B,e00391,e00391,1,A,2021,6,23,9,-147.993,60.117,sample,8:29,2022_01_11,vial,20_2023,C03,2.566,35
e00392_B,B,e00392,e00392,1,A,2021,6,23,9,-147.993,60.117,sample,8:29,2022_01_11,vial,20_2023,D03,1.138,35
e00393_B,B,e00393,e00393,1,A,2021,6,23,9,-147.993,60.117,sample,8:29,2022_01_11,vial,20_2023,E03,0.6,35
e00394_B,B,e00394,e00394,1,A,2021,6,23,10,-147.99,60.117,sample,9:15,2022_01_11,vial,20_2023,F03,2.347,35
e00395_B,B,e00395,e00395,1,A,,,,NA,NA,NA,extraction_blank,,2022_01_11,vial,20_2023,G03,0.6,0.6
e00396_B,B,e00396,e00396,1,A,2021,6,23,10,-147.99,60.117,sample,9:15,2022_01_11,vial,20_2023,H03,7.127,30.945
e00397_B,B,e00397,e00397,1,A,2021,6,23,10,-147.99,60.117,sample,9:15,2022_01_11,vial,20_2023,A04,6.783,29.415
e00398_B,B,e00398,e00398,1,A,2021,6,23,13,-148,60.1073,sample,19:01,2022_01_11,vial,20_2023,B04,5.311,35
e00399_B,B,e00399,e00399,1,A,2021,6,23,13,-148,60.1073,sample,19:01,2022_01_11,vial,20_2023,C04,2.767,35
e00400_B,B,e00400,e00400,1,A,2021,6,23,13,-148,60.1073,sample,19:01,2022_01_11,vial,20_2023,D04,3.82,35
e00401_B,B,e00401,e00401,1,A,2021,6,24,UNK1,-148.4767,60.0035,sample,19:45,2022_01_11,vial,20_2023,E04,0.6,35
e00402_B,B,e00402,e00402,1,A,2021,6,24,UNK1,-148.4767,60.0035,sample,19:45,2022_01_11,vial,20_2023,F04,0.6,28.239
e00403_B,B,e00403,e00403,1,A,2021,6,24,UNK1,-148.4767,60.0035,sample,19:45,2022_01_11,vial,20_2023,G04,0.6,35
e00404_B,B,e00404,e00404,1,A,2021,6,25,UNK2,-150.3301,59.449,sample,16:23,2022_01_11,vial,20_2023,H04,7.209,27.85
e00405_B,B,e00405,e00405,1,A,2021,6,25,UNK2,-150.3301,59.449,sample,16:23,2022_01_11,vial,20_2023,A05,14.049,28.85
e00406_B,B,e00406,e00406,1,A,2021,6,25,UNK2,-150.3301,59.449,sample,16:23,2022_01_11,vial,20_2023,B05,14.276,21.662
e00407_B,B,e00407,e00407,1,A,2021,6,26,25,-150.698,59.3797,sample,9:20,2022_01_11,vial,20_2023,C05,7.498,35
e00408_B,B,e00408,e00408,1,A,2021,6,26,25,-150.698,59.3797,sample,9:20,2022_01_11,vial,20_2023,D05,0.92,35
e00409_B,B,e00409,e00409,1,A,2021,6,26,25,-150.698,59.3797,sample,9:20,2022_01_11,vial,20_2023,E05,1.787,35
e00410_B,B,e00410,e00410,1,A,2021,6,26,23,-150.694,59.3778,sample,7:37,2022_01_11,vial,20_2023,F05,3.752,35
e00411_B,B,e00411,e00411,1,A,2021,6,26,23,-150.694,59.3778,sample,7:37,2022_01_11,vial,20_2023,G05,0.6,35
e00412_B,B,e00412,e00412,1,A,2021,6,26,23,-150.694,59.3778,sample,7:37,2022_01_11,vial,20_2023,H05,3.429,35
e00413_B,B,e00413,e00413,1,A,2021,6,26,26,-150.699,59.3757,sample,9:40,2022_01_11,vial,20_2023,A06,0.6,35
e00414_B,B,e00414,e00414,1,A,2021,6,26,26,-150.699,59.3757,sample,9:40,2022_01_11,vial,20_2023,B06,0.6,35
e00415_B,B,e00415,e00415,1,A,2021,6,26,26,-150.699,59.3757,sample,9:40,2022_01_11,vial,20_2023,C06,0.6,35
e00416_B,B,e00416,e00416,1,A,2021,6,27,28,-151,59.2563,sample,9:30,2022_01_11,vial,20_2023,D06,2.655,35
e00417_B,B,e00417,e00417,1,A,2021,6,27,28,-151,59.2563,sample,9:30,2022_01_11,vial,20_2023,E06,2.588,11.177
e00418_B,B,e00418,e00418,1,A,2021,6,27,28,-151,59.2563,sample,9:30,2022_01_11,vial,20_2023,F06,4.346,35
e00419_B,B,e00419,e00419,1,A,2021,6,27,30,-150.999,59.2693,sample,11:57,2022_01_12,vial,20_2023,G06,2.282,35
NC1_20_B,B,NC1_20,NC1_20,1,A,,,,,,,PCR_blank,,,,,H07,NA,0.6
e00420_B,B,e00420,e00420,1,A,2021,6,27,30,-150.999,59.2693,sample,11:57,2022_01_12,vial,20_2023,A07,5.515,27.232
e00421_B,B,e00421,e00421,1,A,2021,6,27,29,-150.986,59.2639,sample,10:39,2022_01_12,vial,20_2023,B07,4.195,31.069
e00422_B,B,e00422,e00422,1,A,2021,6,27,29,-150.986,59.2639,sample,10:39,2022_01_12,vial,20_2023,C07,7.698,30.817
e00423_B,B,e00423,e00423,1,A,2021,6,27,29,-150.986,59.2639,sample,10:39,2022_01_12,vial,20_2023,D07,2.911,35
e00424_B,B,e00424,e00424,1,A,2021,6,27,27,-151.005,59.2736,sample,8:22,2022_01_12,vial,20_2023,E07,2.631,35
e00425_B,B,e00425,e00425,1,A,2021,6,27,27,-151.005,59.2736,sample,8:22,2022_01_12,vial,20_2023,F07,0.6,35
e00426_B,B,e00426,e00426,1,A,2021,6,27,27,-151.005,59.2736,sample,8:22,2022_01_12,vial,20_2023,G07,0.6,31.317
e00427_B,B,e00427,e00427,1,A,2021,6,28,32,-152.5098,58.5918,sample,13:33,2022_01_12,vial,20_2023,H07,0.6,35
e00428_B,B,e00428,e00428,1,A,2021,6,28,32,-152.5098,58.5918,sample,13:33,2022_01_12,vial,20_2023,A08,0.6,35
e00429_B,B,e00429,e00429,1,A,2021,6,28,32,-152.5098,58.5918,sample,13:33,2022_01_12,vial,20_2023,B08,0.6,35
e00430_B,B,e00430,e00430,1,A,2021,6,28,31,-152.513,58.592,sample,13:07,2022_01_12,vial,20_2023,C08,2.38,35
e00431_B,B,e00431,e00431,1,A,2021,6,28,31,-152.513,58.592,sample,13:07,2022_01_12,vial,20_2023,D08,2.44,35
e00432_B,B,e00432,e00432,1,A,2021,6,28,31,-152.513,58.592,sample,13:07,2022_01_12,vial,20_2023,E08,2.689,35
e00433_B,B,e00433,e00433,1,A,2021,6,28,34,-152.53,58.5816,sample,15:08,2022_01_12,vial,20_2023,F08,13.213,35
e00434_B,B,e00434,e00434,1,A,2021,6,28,34,-152.53,58.5816,sample,15:08,2022_01_12,vial,20_2023,G08,4.883,35
e00435_B,B,e00435,e00435,1,A,2021,6,28,34,-152.53,58.5816,sample,15:08,2022_01_12,vial,20_2023,H08,6.815,35
e00468_B,B,e00468,e00468,1,A,2021,6,28,33,-152.526,58.751,sample,14:19,2022_01_12,vial,20_2023,A09,11.147,35
e00469_B,B,e00469,e00469,1,A,2021,6,28,33,-152.526,58.751,sample,14:19,2022_01_12,vial,20_2023,B09,5.185,29.439
e00470_B,B,e00470,e00470,1,A,2021,6,28,33,-152.526,58.751,sample,14:19,2022_01_12,vial,20_2023,C09,6.038,30.107
e00471_B,B,e00471,e00471,1,A,2021,6,29,35,-152.3817,58.3191,sample,10:41,2022_01_12,vial,20_2023,D09,0.6,35
e00472_B,B,e00472,e00472,1,A,2021,6,29,35,-152.3817,58.3191,sample,10:41,2022_01_12,vial,20_2023,E09,0.6,35
e00473_B,B,e00473,e00473,1,A,2021,6,29,35,-152.3817,58.3191,sample,10:41,2022_01_12,vial,20_2023,F09,0.6,29.011
e00474_B,B,e00474,e00474,1,A,2021,6,29,36,-152.402,58.3183,sample,11:56,2022_01_12,vial,20_2023,G09,2.475,35
e00475_B,B,e00475,e00475,1,A,2021,6,29,36,-152.402,58.3183,sample,11:56,2022_01_12,vial,20_2023,H09,3.994,35
e00476_B,B,e00476,e00476,1,A,2021,6,29,36,-152.402,58.3183,sample,11:56,2022_01_12,vial,20_2023,A10,1.865,27.181
e00477_B,B,e00477,e00477,1,A,2021,6,29,37,-152.385,58.3516,sample,12:59,2022_01_12,vial,20_2023,B10,4.079,35
e00478_B,B,e00478,e00478,1,A,2021,6,29,37,-152.385,58.3516,sample,12:59,2022_01_12,vial,20_2023,C10,2.451,29.944
e00479_B,B,e00479,e00479,1,A,2021,6,29,37,-152.385,58.3516,sample,12:59,2022_01_12,vial,20_2023,D10,2.122,30.67
e00480_B,B,e00480,e00480,1,A,2021,6,29,38,-152.388,58.3241,sample,14:46,2022_01_12,vial,20_2023,E10,2.545,35
e00481_B,B,e00481,e00481,1,A,2021,6,29,38,-152.388,58.3241,sample,14:46,2022_01_12,vial,20_2023,F10,2.261,35
e00482_B,B,e00482,e00482,1,A,2021,6,29,38,-152.388,58.3241,sample,14:46,2022_01_12,vial,20_2023,G10,2.571,35
e00483_B,B,e00483,e00483,1,A,2021,6,30,41,-152.0441,58.2842,sample,13:22,2022_01_12,vial,20_2023,H10,2.722,27.609
e00484_B,B,e00484,e00484,1,A,2021,6,30,41,-152.0441,58.2842,sample,13:22,2022_01_12,vial,20_2023,A11,1.802,26.944
e00485_B,B,e00485,e00485,1,A,2021,6,30,41,-152.0441,58.2842,sample,13:22,2022_01_12,vial,20_2023,B11,3.912,25.582
e00486_B,B,e00486,e00486,1,A,2021,6,30,39,-152.055,58.2684,sample,11:54,2022_01_12,vial,20_2023,C11,0.6,26.74
e00487_B,B,e00487,e00487,1,A,2021,6,30,39,-152.055,58.2684,sample,11:54,2022_01_12,vial,20_2023,D11,0.6,35
e00488_B,B,e00488,e00488,1,A,2021,6,30,39,-152.055,58.2684,sample,11:54,2022_01_12,vial,20_2023,E11,0.6,25.851
e00489_B,B,e00489,e00489,1,A,2021,6,30,40,-152.049,58.278,sample,12:50,2022_01_12,vial,20_2023,F11,0.6,35
e00490_B,B,e00490,e00490,1,A,,,,,,,extraction_blank,,2022_01_13,vial,20_2023,G11,0.6,0.6
e00491_B,B,e00491,e00491,1,A,2021,6,30,40,-152.049,58.278,sample,12:50,2022_01_13,vial,20_2023,H11,0.6,26.02
e00492_B,B,e00492,e00492,1,A,2021,6,30,40,-152.049,58.278,sample,12:50,2022_01_13,vial,20_2023,A12,1.222,27.386
e00493_B,B,e00493,e00493,1,A,2021,6,30,42,-152.06,58.2678,sample,15:14,2022_01_13,vial,20_2023,B12,0.6,30.463
e00494_B,B,e00494,e00494,1,A,2021,6,30,42,-152.06,58.2678,sample,15:14,2022_01_13,vial,20_2023,C12,0.6,27.456
e00495_B,B,e00495,e00495,1,A,2021,6,30,42,-152.06,58.2678,sample,15:14,2022_01_13,vial,20_2023,D12,1.036,28.347
e00496_B,B,e00496,e00496,1,A,2021,7,1,43,-152.3109,58.1498,sample,11:51,2022_01_13,vial,20_2023,E12,4.983,35
e00497_B,B,e00497,e00497,1,A,2021,7,1,43,-152.3109,58.1498,sample,11:51,2022_01_13,vial,20_2023,F12,4.01,30.417
NC2_20_B,B,NC2_20,NC2_20,1,A,,,,,,,PCR_blank,,,,,G12,NA,0.6
PC1_20_B,B,PC1_20,PC1_20,1,A,,,,,,,positive_control,,,,,H12,NA,35
e00373_C,C,e00373,e00373,1,A,2021,6,19,2,-135.329,56.9124,sample,19:59,2022_01_11,vial,20_2023,A01,2.822,35
e00374_C,C,e00374,e00374,1,A,2021,6,19,2,-135.329,56.9124,sample,19:59,2022_01_11,vial,20_2023,B01,1.342,35
e00375_C,C,e00375,e00375,1,A,2021,6,19,2,-135.329,56.9124,sample,19:59,2022_01_11,vial,20_2023,C01,2.033,35
e00376_C,C,e00376,e00376,1,A,2021,6,19,1,-135.45,57.0923,sample,12:01,2022_01_11,vial,20_2023,D01,9.344,35
